timestamp,open,high,low,close,volume,RSI,MACD,MACD_Hist,MACD_Signal,MACD_Line,Signal_Line,MACD_Histogram
2025-04-28,210.0,211.5,207.46,210.14,37626816,52.5277,-0.1086072573500132,-0.5758628738979568,0.9225343518212216,0.0,0.0,0.0
2025-04-25,206.365,209.75,206.2,209.28,38222258,51.9577,-0.2264039527214019,0.3478170332809523,-0.2906462411747467,-0.06860398860402483,-0.013720797720804968,-0.05488319088321987
2025-04-24,204.89,208.8299,202.94,208.37,47310989,51.3841,0.7890413950418226,-0.152048972223894,0.0426688234742003,-0.1941643330817442,-0.049809504792992815,-0.14435482828875137
2025-04-23,206.0,208.0,202.799,204.6,52929165,49.0436,-0.1516499187016572,-0.0067170013501492,-0.3703494433272825,-0.5910658641331565,-0.15806077666102558,-0.43300508747213096
2025-04-22,196.12,201.59,195.97,199.74,52976371,45.9276,-0.6971259400597046,0.5372816417215261,0.7769001697570845,-1.2829851165052446,-0.38304564462986945,-0.8999394718753752
2025-04-21,193.265,193.8,189.8112,193.16,46742537,41.4243,0.3074755158861663,-0.3856668913264115,0.9214269353606286,-2.3353664667511396,-0.7735098090541235,-1.561856657697016
2025-04-17,197.2,198.8335,194.42,196.98,52164675,43.3715,-1.924469669719737,-0.6682657874526707,0.3459791438032643,-2.828538562052046,-1.184515559653708,-1.6440230023983378
2025-04-16,198.36,200.7,192.37,194.27,59732423,41.5619,-0.6235547683937075,-0.1488890014553301,0.6407093865120992,-3.3988752343014426,-1.627387494583255,-1.7714877397181876
2025-04-15,201.855,203.51,199.8,202.14,51343872,45.4811,1.0476359290118635,0.4333665153433578,-1.9517307176543852,-3.179180316727013,-1.9377460590120066,-1.2414342577150066
2025-04-14,211.44,212.94,201.1621,202.52,101352911,45.6742,-0.2143591999756481,-0.1624428070369303,-0.8293007115490727,-2.9405113036219745,-2.1382991079340004,-0.8022121956879742
2025-04-11,186.1,199.54,186.06,198.15,87435915,43.0941,0.8345238132918651,-0.2160966633961106,-0.6375438317471843,-3.068613799865915,-2.3243620463203833,-0.7442517535455315
2025-04-10,189.065,194.7799,183.0,190.42,121879981,38.2795,-0.2453737141051536,-0.8528037134469937,0.2835683696834532,-3.750647222280776,-2.609619081512462,-1.1410281407683138
2025-04-09,171.95,200.61,171.89,198.85,184395885,41.8665,-0.1041011583304565,-0.1511781532390315,0.4228530022234635,-3.5697828412978083,-2.8016518334695313,-0.768131007828277
2025-04-08,186.7,190.335,169.2101,172.42,120859491,20.0578,-1.3979716859710745,-0.1942206145824967,-0.1664031698111821,-5.495774761139643,-3.3404764190035534,-2.1552983421360894
2025-04-07,177.2,194.15,174.62,181.46,160466286,22.771,-0.6304310286435966,-0.044009296944496,-0.0639563075234653,-6.220973276558311,-3.9165757905145053,-2.304397486043806
2025-04-04,193.89,199.88,187.34,188.38,125910913,25.1933,0.3737164037712543,0.3501144266561944,-0.2227553790020833,-6.166231677224658,-4.366506967856536,-1.7997247093681228
2025-04-03,205.54,207.49,201.25,203.19,103419006,31.9469,1.846855367698487,-0.2214408859889952,0.0166890931188891,-4.8716480119094285,-4.4675351766671145,-0.404112835242314
2025-04-02,221.315,225.19,221.02,223.89,35905904,48.9924,1.5456384265117853,-1.126898120718927,0.526107778489728,-2.1505736529084913,-4.0041428719153895,1.8535692190068982
2025-04-01,219.805,223.68,218.9,223.19,36412740,48.1232,1.2180012551578865,-0.2125958733205942,0.3344664333703398,-0.05001028157835208,-3.2133163538479823,3.1633060722696302
2025-03-31,217.005,225.62,216.23,222.13,65299321,46.8498,-1.2791110755994908,-0.1533959401520531,-1.4443242238508418,1.511741764695472,-2.268304730139292,3.780046494834764
2025-03-28,221.67,223.81,217.68,217.9,39818617,41.5312,0.5351509342012312,0.4316797048327888,0.0926435211710347,2.3806729489305667,-1.3385091943253202,3.719182143255887
2025-03-27,221.39,224.99,220.5601,223.85,37094774,47.7755,0.3267692449494728,-0.068785261541478,0.1254276866038485,3.50897318787338,-0.3690127178855801,3.87798590575896
2025-03-26,223.51,225.02,220.47,221.53,34532656,44.7689,0.2540560099831361,-0.7566325489229326,0.5725254081727554,4.167909578066485,0.538371741304833,3.629537836761652
2025-03-25,220.77,224.1,220.08,223.75,34493583,47.1825,-0.891911123735236,-0.1454607803572772,1.5629688429692865,4.813766754678596,1.3934507439795858,3.4203160106990103
2025-03-24,221.0,221.48,218.58,220.73,44299483,43.3227,-1.1103037364143045,0.8724838280603747,-0.2269879256753068,5.02401079043247,2.119562753270163,2.9044480371623074
2025-03-21,211.56,218.84,211.28,218.27,94127768,40.0065,1.4725906503290822,-0.7351087152719017,1.071826134080395,4.935238900605071,2.6826979827371447,2.2525409178679268
2025-03-20,213.99,217.4899,212.22,214.1,48862947,33.9208,-0.8241706340511417,-0.1199237424746229,0.3181954996838169,4.4767966632690275,3.0415177188435214,1.435278944425506
2025-03-19,214.22,218.76,213.75,215.24,54385391,34.8173,0.8550439246540266,0.4235974480248763,-0.8383565985941357,4.1575408173416974,3.264722338543157,0.8928184787985405
2025-03-18,214.16,215.15,211.49,212.69,42432426,31.0309,-1.3628343693419434,-0.1618098918816666,0.2698500370101332,3.656613407371964,3.343100552308919,0.31351285506304505
2025-03-17,213.31,215.22,209.97,214.0,48073426,31.9153,-1.5640955196624386,-0.423756993110452,0.9371976179903834,3.326979528821653,3.339876347611466,-0.012896818789813302
2025-03-14,211.25,213.95,209.58,213.49,60107582,31.2065,0.5770780615780435,-0.3401272175065217,0.9903201128316746,2.990121310255745,3.269925340140322,-0.279804029884577
2025-03-13,215.95,216.8394,208.42,209.68,61368330,25.8519,-0.0131600939142987,0.1883420199426498,-0.9729895342552796,2.3881939730858335,3.0935790667294247,-0.7053850936435913
2025-03-12,220.14,221.75,214.91,216.98,62547467,30.0074,-1.4562527181299094,0.3831423563173103,-1.1667496123856511,2.4717187776041385,2.969207008904368,-0.49748823130022934
2025-03-11,223.805,225.8399,217.45,220.84,76137410,32.5787,-0.6789815938962342,-0.602059851013862,-1.0718444226586863,2.8169109318266976,2.938747793488834,-0.12183686166213636
2025-03-10,235.54,236.16,224.22,227.48,71451281,37.7448,0.91394867470685,0.3546616044101219,1.2091768868176986,3.5849456859118902,3.0679873719734454,0.5169583139384448
2025-03-07,235.105,241.37,234.76,239.07,46273565,50.8018,-0.8180858697551342,0.7794603221769417,0.4015731602256199,5.070386639273067,3.46846722543337,1.6019194138396973
2025-03-06,234.435,237.86,233.1581,235.33,45170419,45.1125,-2.4830630228437407,-0.3860758991455877,-0.3814678061655854,5.878063891743778,3.950386558695452,1.9276773330483263
2025-03-05,235.42,236.55,229.23,235.74,47227643,45.6498,-0.2927481257223375,0.8717102681886444,0.3309547683717966,6.476579529528635,4.455625152862089,2.0209543766665465
2025-03-04,237.705,240.07,234.68,235.93,53798062,45.8851,-0.5256205995713835,0.3560352611978949,-0.7594556490312968,6.886851558795684,4.941870434048807,1.9449811247468762
2025-03-03,241.79,244.0272,236.112,238.03,47183985,48.4469,-0.2753090751311867,0.0850455474066889,-0.4044005957425322,7.297328487038527,5.4129620446467515,1.8843664423917756
2025-02-28,236.95,242.09,230.2,241.84,56833360,53.4768,0.9330639300079422,0.2362707748699969,0.2939391273614744,7.839698405325208,5.898309316782443,1.9413890885427652
2025-02-27,239.41,242.46,237.06,237.3,41153639,47.4386,-0.6006332479932377,-0.1985300620344048,-0.2069858162102307,7.813125567454932,6.281272566916941,1.531853000537991
2025-02-26,244.33,244.98,239.13,240.36,44433564,51.6328,0.0768965711933483,0.3767314936307714,-0.1630843203439257,7.947370488582749,6.614492151250103,1.3328783373326454
2025-02-25,248.0,250.0,244.91,247.04,48013272,62.907,0.8859452320100929,0.2442745872686691,-0.5007776657712188,8.494857301562291,6.990565181312542,1.5042921202497492
2025-02-24,244.925,248.86,244.42,247.1,51326396,63.0217,-0.9554311434817568,-0.3489261461910287,-0.508892509857237,8.831778795474293,7.358807904144893,1.4729708913293997
2025-02-21,245.95,248.69,245.22,245.55,53197431,61.3293,-1.0392259228067675,0.1693949270372988,-1.2268102040133508,8.871454851439836,7.661337293603881,1.2101175578359546
2025-02-20,244.94,246.78,244.29,245.83,32316907,61.8038,0.4526271210226303,-0.1864203703591375,-0.2281765934785976,8.82377706222266,7.893825247327637,0.9299518148950234
2025-02-19,244.66,246.01,243.1604,244.87,32204215,60.8392,-0.7226956224310785,0.621697442280794,-0.3268106076656912,8.609285608423193,8.036917319546749,0.5723682888764436
2025-02-18,244.15,245.18,241.84,244.47,48822491,60.4528,0.2171175793683653,-0.992948061888607,-1.2650515349056706,8.311216399794858,8.09177713559637,0.21943926419848836
2025-02-14,241.25,245.55,240.99,244.6,40896227,60.6333,-0.8839823542225181,-0.1068284864380598,1.037038458015736,7.993342046598343,8.072090117796765,-0.07874807119842231
2025-02-13,236.91,242.3399,235.57,241.53,53614054,57.8744,0.3287368821697475,0.3775565010171094,0.7820404981137569,7.408302686725335,7.93933263158248,-0.5310299448571447
2025-02-12,231.2,236.96,230.68,236.87,45243292,53.2571,-0.9744549693999138,0.5939224934504297,-0.1386468555895365,6.493775522303736,7.650221209726732,-1.1564456874229965
2025-02-11,228.2,235.23,228.13,232.62,53718362,48.4742,0.2281074916055691,0.8497381150882584,0.5274291023903528,5.364231156761974,7.193023199133782,-1.8287920423718074
2025-02-10,229.57,230.585,227.2,227.65,33115645,42.0335,-0.6015387287993877,0.2174267596461772,0.6144228615543689,4.021662424137958,6.558751044134618,-2.53708861999666
2025-02-07,232.6,234.0,227.26,227.63,39707224,41.6661,1.4258481947731811,-1.104465991846013,-0.172283119477146,2.9223659820634396,5.831474031720383,-2.9091080496569433
2025-02-06,231.285,233.8,230.425,233.22,29925349,47.4481,0.5393208870073635,-0.1885476814879806,-0.0950094827403562,2.4737164507279488,5.159922515521896,-2.6862060647939474
2025-02-05,228.53,232.67,228.27,232.47,39664989,46.5235,0.5315417121597086,-0.5394605857237105,0.1937150524289022,2.034190846966794,4.534776181810876,-2.5005853348440814
2025-02-04,227.25,233.13,226.65,232.8,45067301,46.8604,-1.936705985121501,0.6436271977460988,0.8644289898523618,1.692976304453481,3.966416206339397,-2.273439901885916
2025-02-03,229.99,231.83,225.7,228.01,73063301,41.1141,0.3967689772451567,0.6942777294604905,-0.1072480179135673,1.024241534057495,3.3779812718830167,-2.3537397378255216
2025-01-31,247.19,247.19,233.44,236.0,101075128,49.3858,0.9149745056653802,0.3069568639387263,0.2286951321611895,1.126010685068536,2.927587154520121,-1.801576469451585
2025-01-30,238.665,240.79,237.21,237.59,55658279,51.2927,-0.7646582223738843,-0.3018191831299021,0.1470339641280973,1.3197499266291004,2.606019708941917,-1.2862697823128166
2025-01-29,234.12,239.855,234.01,239.36,45486100,53.4251,-2.217426063254332,0.4081638677903679,-0.1102428189489524,1.5976966266936188,2.4043550924922577,-0.8066584657986389
2025-01-28,230.85,240.19,230.81,238.26,75707569,52.2803,0.3477845813589151,-0.4631199278500905,0.4586120260851513,1.709504478576747,2.2653849697091557,-0.5558804911324087
2025-01-27,224.02,232.15,223.98,229.86,94863418,42.2072,-0.0586467186670234,0.6932725968095663,0.3998608119426906,1.1075362203247607,2.0338152198322765,-0.9262789995075158
2025-01-24,224.78,225.63,221.41,222.78,54697907,30.7698,0.3662069684016463,0.1619356975887207,-0.3289026687985161,0.058500847388557986,1.638752345343533,-1.580251497954975
2025-01-23,224.74,227.03,222.3,223.66,60234760,31.4891,-2.2171693801895254,-0.6060249056220002,-0.3839635670269972,-0.6938602094405439,1.1722298343867177,-1.8660900438272616
2025-01-22,219.79,224.12,219.79,223.83,64126500,31.6217,-0.8964757189223517,-0.1230110805315639,-0.9068668343985002,-1.2618483854810734,0.6854141904131594,-1.9472625758942328
2025-01-21,224.0,224.42,219.38,222.64,98070429,29.6975,-0.5443795352323443,-0.7102620554592001,-0.2774845939487415,-1.7874021030572464,0.19085093171907824,-1.9782530347763247
2025-01-17,232.115,232.29,228.48,229.98,68488301,35.4036,0.9611933291908656,0.1162935394530648,-0.2166523778906279,-1.5932643934310704,-0.1659721333109515,-1.4272922601201188
2025-01-16,237.35,238.01,228.03,228.26,71759052,32.585,0.5525122783873989,-0.3853345510679455,0.6051434038660398,-1.560213317303095,-0.44482037010938025,-1.1153929471937147
2025-01-15,234.635,238.96,234.43,237.87,39831969,42.1198,-0.3452603989114917,-0.1297457798507213,0.8859179939319297,-0.7499287041851233,-0.5058420369245289,-0.24408666726059436
2025-01-14,234.75,236.12,232.472,233.28,39435294,33.4881,1.2764107574599377,0.2592309997210229,0.547937821445421,-0.4726979821788859,-0.49921322597540035,0.02651524379651443
2025-01-13,233.53,234.67,229.72,234.4,49630725,34.6592,-1.4368690479794504,-0.2606378505095906,0.6282473570517578,-0.16076282411498255,-0.4315231456033168,0.27076032148833423
2025-01-10,240.01,240.16,233.0,236.85,61710856,37.3095,0.4926995650341761,0.2089104452482325,0.5085437126179494,0.2809044686599975,-0.2890376227506539,0.5699420914106514
2025-01-08,241.92,243.7123,240.05,242.7,37628940,44.9266,1.008694014692936,0.6633356364385948,-0.1303870352779753,1.090405573043114,-0.013148983591900365,1.1035545566350142
2025-01-07,242.98,245.55,241.35,242.21,40855960,44.038,1.2156153951485955,-0.359997426989153,1.8976867716729355,1.6731154915992477,0.3241039114463293,1.3490115801529183
2025-01-06,244.31,247.33,243.2,245.0,45045571,48.1452,2.081572159499977,0.0418030173945475,-1.7016645932719574,2.3331518609340947,0.7259135013438824,1.6072383595902122
2025-01-03,243.36,244.18,241.89,243.36,40244114,45.3638,-0.6262384509329805,0.0201348030958122,0.0576146171150065,2.692859536499185,1.119302708374943,1.573556828124242
2025-01-02,248.93,249.1,241.8201,243.85,55740731,46.0491,1.236295667585218,-0.6054364342781232,0.2327755086434915,2.983082250557345,1.4920586168114234,1.4910236337459217
2024-12-31,252.44,253.28,249.43,250.42,39480718,56.7159,0.3255268949426743,0.0886465322926408,-0.1703577670451304,3.700572043616461,1.933761302172431,1.76681074144403
2024-12-30,252.23,253.5,250.75,252.2,35557542,60.2256,-0.1423474389389486,-0.0214207653361678,0.5251809568666124,4.362530462182804,2.4195151341745054,1.9430153280082982
2024-12-27,257.83,258.7,253.06,255.59,42355321,67.6263,-0.778166306818301,0.7336576616530619,0.5358623764829255,5.101870756362359,2.9559862586120764,2.145884497750283
2024-12-26,258.19,260.1,257.63,259.02,27262983,76.4529,-1.4176777226582356,0.1138740880180371,1.2802444445865149,5.896603228937636,3.5441096526771885,2.3524935762604473
2024-12-24,255.49,258.21,255.29,258.2,23234705,75.7503,0.0975009889005282,0.8541008207823685,0.9088527846914504,6.386646012534385,4.112616924648628,2.274029087885757
2024-12-23,254.77,255.65,253.45,255.27,40858774,73.0857,0.9636668182628702,0.1063362176248688,-0.6783414407752131,6.464068181876172,4.582907176094137,1.881161005782035
2024-12-20,248.04,255.0,245.69,254.49,147495267,72.3342,-0.8892347546155953,0.7448225810573185,0.2300556715443483,6.388839759772168,4.944093692829743,1.4447460669424244
2024-12-19,247.5,252.0,247.0949,249.79,60882264,67.2119,0.8191614128868037,0.0534406570234897,0.6957512845794147,5.882164047186137,5.131707763701022,0.7504562834851152
2024-12-18,252.16,254.28,247.74,248.05,56774101,64.9831,-0.1934234639070954,-0.8989224276587567,-0.2900609760943715,5.279359268981295,5.161238064757077,0.11812120422421835
2024-12-17,250.08,253.83,249.78,253.48,51356360,80.9232,-0.3675576079134724,0.2149196422374367,0.3910613924073021,5.180075077863762,5.165005467378415,0.015069610485347162
2024-12-16,247.99,251.38,247.65,251.04,51694753,78.748,0.5870203813228478,-0.1998927568312628,-0.1853617648245341,4.8486122491777905,5.10172682373829,-0.2531145745604997
2024-12-13,247.815,249.2902,246.24,248.13,33155290,75.6767,-0.4370086123622378,0.154242010598455,0.6108231972075243,4.301527557196692,4.941686970429971,-0.6401594132332784
2024-12-12,246.89,248.74,245.68,247.96,32777532,75.4845,-0.1230363927465167,0.5909616586176784,0.422180576628571,3.8103184388958766,4.715413264123152,-0.905094825227275
2024-12-11,247.96,250.8,246.2601,246.49,45205814,73.8237,-0.3017832053914612,0.0719093888323442,0.433419149284465,3.2647806004676454,4.425286731392051,-1.1605061309244054
2024-12-10,246.89,248.21,245.34,247.77,36914806,78.1017,0.43006645524818,0.3737669476034725,0.2225036132235008,2.9022677002692774,4.120682925167496,-1.2184152248982185
2024-12-09,241.83,247.24,241.75,246.75,44649232,77.1206,0.0967225781707832,1.391856183105223,0.6782912066701839,2.503805824612243,3.7973075050564455,-1.2935016804442023
2024-12-06,242.905,244.63,242.08,242.84,36870619,72.7799,-0.0191076000854591,0.4356587146774843,-0.2044167643126755,1.851178362777091,3.408081676600575,-1.5569033138234838
2024-12-05,243.99,244.54,242.13,243.04,40033878,73.4417,-1.0261406562904225,-0.5665343047461495,-0.1194528039035004,1.334718917034138,2.993409124687288,-1.6586902076531498
2024-12-04,242.87,244.11,241.25,243.01,44383935,73.408,-2.2906857817145974,0.1954191033653486,-1.2327349559349563,0.912481813765055,2.5772236625028415,-1.6647418487377865
2024-12-03,239.81,242.76,238.9,242.65,38861017,73.0268,-0.7158305766711961,-0.171490942049146,0.7738141068654805,0.5425526666024609,2.1702894633227654,-1.6277367967203045
2024-12-02,237.27,240.79,237.16,239.59,48137103,69.586,-0.1226997967628517,0.3785948451976152,-0.7175527970645895,0.0024366377245996773,1.7367188982031323,-1.7342822604785326
